dealId,dealStatus,title,primaryCategory,price,shipping
217641,Active,Darling Summer Wallets | 10 Prints!,Handbags,9.99,3.49
219993,Active,Rachel Travel Wallet | 6 Colors,Handbags,14.99,3.49
217044,Active,Penelope Sunglasses | 8 Colors,Sunglasses,7.99,3.49
217642,Active,Eva & Cecily Sunglasses | 4 Styles!,Sunglasses,7.99,2.99
217771,Active,Anica & Harlow Sunnies | 10 Colors!,Sunglasses,8.99,3.49
204766,Active,Rustic Jewelry Blowout | 28 Styles,Fashion Combo,3.99,2.99
216719,Active,Summer Sunnies  | 12 Styles,Sunglasses,6.99,2.99
217045,Active,Brooke Sunglasses | 4 Colors,Sunglasses,7.99,3.49
224691,Active,Rachel Travel Wallet | 6 Colors,Handbags,14.99,3.49
217746,Active,Fun Summer Sunnies | 10 Styles,Sunglasses,6.99,2.99
225067,Active,Penelope Sunglasses | 8 Colors,Sunglasses,7.99,3.49
226029,Active,Eva & Cecily Sunglasses | 4 Styles,Sunglasses,7.99,2.99
226346,Active,Anica & Harlow Sunnies | 10 Colors!,Sunglasses,8.99,3.49
227618,Active,Layered Choker Necklaces | 4 Styles!,Necklaces,8.99,3.49
230651,Active,Sculptural Statement Earrings | 12 Styles,Earrings,6.99,1.99
227534,Active,Brooke Sunglasses | 4 Colors,Sunglasses,7.99,3.49
231733,Active,Boutique Sunglasses | 21 Styles!,Sunglasses,8.99,1.99
231318,Active,Penelope Sunglasses | 8 Colors,Sunglasses,8.99,1.99
234077,Active,Sculptural Statement Earrings | 12 Styles,Earrings,6.99,1.99
233689,Active,Anica & Harlow Sunnies | 10 Colors!,Sunglasses,8.99,3.49
231229,Active,Sunglasses Blowout Sale | Free Shipping,Sunglasses,5.99,0
223171,Active,Olivia Infinity Scarves | 5 Colors,Scarves,12.99,3.49
239706,Active,Penelope Sunglasses | 6 Colors,Sunglasses,8.99,1.99
238673,Active,Fall Sunglasses | 9 Styles!,Sunglasses,8.99,1.99
236348,Active,Boutique Choker Necklaces | 8 Styles,Necklaces,8.99,1.99
238406,Active,Boutique Sunglasses | 9 Styles,Sunglasses,7.99,1.99
248264,Active,Olivia Infinity Scarves | 3 Colors,Scarves,12.99,3.49
246654,Active,Sunglasses Blowout Sale | Free Shipping,Sunglasses,5.99,0
242181,Active,Fall Sunnies | 8 Styles!,Sunglasses,8.99,3.49
249481,Active,Sunnies Grab Bag | 4 Pairs!,Sunglasses,8.99,1.99
241262,Active,Sculptural Statement Earrings | 12 Styles,Earrings,6.99,1.99
238407,Active,Anica Sunglasses | 4 Colors!,Sunglasses,8.99,1.99
252615,Active,Boutique Sunglasses | 6 Styles!,Sunglasses,7.99,1.99
262597,Active,Sculptural Statement Earrings | 14 Styles,Earrings,6.99,2.99
250745,Cancelled,Boutique Choker Necklaces | 8 Styles,Necklaces,8.99,1.99
267186,Active,Sunnies Grab Bag | 4 Pairs!,Sunglasses,8.99,2.99
267362,Active,Sculptural Statement Earrings | 12 Styles,Earrings,6.99,1.99
267361,Active,Anica Sunglasses | 5 Colors,Sunglasses,7.99,1.99
249916,Cancelled,Rachel Travel Wallet | 6 Colors,Handbags,14.99,1.99
273678,Active,Boutique Sunglasses | 12 Styles,Sunglasses,7.99,1.99
267360,Active,Sculptural Statement Earrings | 15 Styles,Earrings,6.99,1.99
287651,Active,Anica Sunglasses | 5 Colors,Sunglasses,8.99,1.99
287653,Active,Winter Sunnies | 6 Styles!,Sunglasses,8.99,2.99
274538,Active,Winter Sunglasses | 4 Styles!,Sunglasses,8.99,1.99
274541,Cancelled,Sunnies Grab Bag | 4 Pairs!,Sunglasses,9.99,1.99
287659,Active,Rose Gold Sunnies | 5 Styles,Sunglasses,8.99,2.99
287655,Active,Boutique Sunglasses | 10 Styles!,Sunglasses,8.99,2.99
290783,Active,Winter Sunglasses | 9 Styles!,Sunglasses,8.99,2.99
290015,Active,Boutique Sunglasses | 8 Styles,Sunglasses,8.99,2.99
300210,Active,Resort Sunglasses | 6 Styles!,Sunglasses,8.99,2.99
300014,Active,Vacation Sunnies | 7 Styles!,Sunglasses,8.99,2.99
274186,Cancelled,Sculptural Statement Earrings | 14 Styles,Earrings,6.99,2.99
290790,Active,Boutique Sunnies | 17 Styles!,Sunglasses,8.99,2.99
295416,Active,Rose Gold Sunnies | 7 Styles,Sunglasses,8.99,2.99
300217,Active,Spring Sunglasses | 6 Styles,Sunglasses,8.99,2.99
300216,Active,Stunning Sunglasses | 7 Styles,Sunglasses,8.99,2.99
304833,Active,Classic Black Sunnies | 10 Styles,Sunglasses,8.99,2.99
307059,Active,Rachel Travel Wallet | 5 Colors,Handbags,14.99,3.49
306471,Active,Spring Break Sunnies | 18 Styles!,Sunglasses,8.99,2.99
315845,Active,Black & Rose Sunnies | 4 Styles,Sunglasses,8.99,2.99
315863,Active,Tortoise Shell Sunnies | 9 Styles,Sunglasses,8.99,2.99
300200,Active,Boutique Sunglasses | 12 Styles!,Sunglasses,8.99,2.99
315868,Active,Spring Vacation Sunnies | 21 Styles!,Sunglasses,8.99,2.99
315865,Active,Spring Sunglasses | 6 Styles,Sunglasses,8.99,2.99
308501,Active,Pool Side Sunnies | 10 Styles!,Sunglasses,8.99,2.99
306472,Active,Weekend Sunnies | 21 Styles!,Sunglasses,8.99,2.99
326686,Active,Classic Black Sunnies | 9 Styles!,Sunglasses,8.99,2.99
326691,Active,Street Style Sunnies | 6 Styles!,Sunglasses,8.99,2.99
312094,Active,Rose Gold Sunnies | 8 Styles!,Sunglasses,8.99,2.99
330922,Active,Watercolor Sunnies | 6 Styles,Sunglasses,8.99,2.99
330908,Active,Spring Sunglasses,Sunglasses,8.99,2.99
326009,Active,Festival Season Sunnies | 12 Styles,Sunglasses,8.99,2.99
330918,Active,Margo Sunnies | 6 Colors,Sunglasses,8.99,2.99
326685,Active,Tortoise Shell Sunnies | 10 Styles!,Sunglasses,8.99,2.99
322511,Active,Black & Rose Sunnies | 4 Styles,Sunglasses,8.99,2.99
323580,Active,Vacation Sunnies | 21 Styles!,Sunglasses,8.99,2.99
326689,Active,Beach Day Sunnies | 7 Styles!,Sunglasses,8.99,2.99
326688,Active,Stunning Sunglasses | 11 Styles!,Sunglasses,8.99,2.99
312262,Active,Spring Sunglasses | 7 Styles!,Sunglasses,8.99,2.99
326692,Active,Street Style Sunnies | 7 Styles!,Sunglasses,8.99,2.99
317354,Active,Classic Black Sunnies | 12 Styles,Sunglasses,8.99,2.99
336697,Active,Arm Candy Bracelets | 6 Styles,Bracelets,9.99,2.99
313711,Active,Stunning Sunglasses | 19 Styles,Sunglasses,8.99,2.99
337414,Active,Boutique Earrings | 23 Styles!,Earrings,6.99,2.99
339483,Active,Boutique Earrings | 17 Styles,Earrings,7.99,2.99
335505,Active,Margo Sunnies | 6 Colors,Sunglasses,8.99,2.99
313718,Active,Silver Sunglasses | 8 Styles!,Sunglasses,8.99,2.99
330871,Active,Gold & White Sunnies | 6 Styles,Sunglasses,8.99,2.99
330056,Active,Spring Sunglasses | 11 Styles!,Sunglasses,8.99,2.99
324643,Active,Boutique Sunglasses | 23 Styles!,Sunglasses,8.99,2.99
336568,Active,Sculptural Statement Earrings | 29 Styles!,Earrings,6.99,2.99
318969,Active,Spring Sunnies | 11 Styles!,Sunglasses,8.99,2.99
342796,Active,Boutique Earrings | 23 Styles!,Earrings,7.99,2.99
342158,Active,Stunning Sunglasses | 19 Styles,Sunglasses,8.99,2.99
326707,Active,Summer Vacation Sunnies | 9 Styles!,Sunglasses,8.99,2.99
334459,Active,Beach Day Sunnies | 12 Styles,Sunglasses,8.99,2.99
342798,Active,Boutique Earrings | 14 Styles!,Earrings,7.99,2.99
335497,Active,Vacation Sunnies | 18 Styles!,Sunglasses,8.99,2.99
333759,Active,Boutique Sunnies | 13 Styles!,Sunglasses,8.99,2.99
350390,Active,The Perfect Pocket Hobo | 5 Colors!,Handbags,39.99,7.95
351677,Active,Boutique Earrings | 17 Styles!,Earrings,7.99,2.99
341467,Active,Classic Black Sunnies | 12 Styles,Sunglasses,8.99,2.99
329003,Active,Vacation Sunnies | 6 Styles!,Sunglasses,8.99,2.99
354826,Active,Andrea Cross Body Bag | 3 Colors,Handbags,39.99,6.99
349067,Active,Boutique Earrings | 31 Styles,Earrings,7.99,2.99
333760,Active,Street Style Sunnies | 6 Styles!,Sunglasses,8.99,2.99
330059,Active,Spring Sunglasses | 7 Styles,Sunglasses,8.99,2.99
354364,Active,Rachel Travel Wallet | 5 Colors,Handbags,14.99,3.99
338543,Active,Summer Sunglasses | 7 Styles!,Sunglasses,8.99,2.99
347426,Active,Sculptural Statement Earrings,Earrings,7.99,2.99
348412,Cancelled,Vintage Statement Earrings | 9 Styles,Earrings,9.99,2.99
344785,Active,Margo Sunnies | 6 Colors,Sunglasses,8.99,2.99
359993,Active,Whimsical Clutches,Handbags,14.99,3.99
330093,Active,Pool Side Sunnies | 6 Styles!,Sunglasses,8.99,2.99
360007,Active,Boutique Earrings | 12 Styles,Earrings,7.99,2.99
352603,Active,Boutique Earrings | 35 Styles,Earrings,7.99,2.99
360000,Active,Emma Slouchy Hobo Bag | 5 Colors,Handbags,39.99,6.99
345959,Active,Summer Sunnies | 21 Styles!,Sunglasses,8.99,2.99
363435,Active,Boutique Earring Collection | 14 Styles,Earrings,7.99,2.99
354624,Active,Classic Black Sunnies | 12 Styles,Sunglasses,8.99,2.99
345957,Active,Summer Sunnies | 10 Styles,Sunglasses,8.99,2.99
352428,Active,The Perfect Pocket Hobo | 7 Colors!,Handbags,39.99,7.95
365321,Active,Andrea Cross Body Bag,Handbags,24.99,6.99
361949,Active,Boutique Earrings | 14 Styles,Earrings,7.99,2.99
365414,Active,Mirrored Sunnies | 10 Styles,Sunglasses,8.99,2.99
349068,Active,Vacation Sunnies | 9 Styles!,Sunglasses,8.99,2.99
361947,Active,Statement Earrings | 14 Styles,Earrings,7.99,2.99
360073,Active,Rachel Travel Wallet | 6 Colors,Handbags,14.99,3.99
361953,Active,Boutique Earring Collection | 14 Styles,Earrings,7.99,2.99
365416,Active,Boutique Earrings | 12 Styles,Earrings,7.99,2.99
361635,Active,Summer Sunglasses | 7 Styles!,Sunglasses,8.99,2.99
368844,Active,Bobbi Slouchy Hobo | 5 Colors,Handbags,39.99,6.99
369662,Active,Monica Wallet & Clutch | 6 Colors,Handbags,14.99,2.99
365938,Active,Margo Sunnies | 10 Colors,Sunglasses,8.99,2.99
368817,Active,Reversible Leather Tote | 6 Colors,Handbags,39.99,6.99
368850,Active,Vacation Sunnies | 8 Styles,Sunglasses,8.99,2.99
367315,Active,Boutique Earrings | 20 Styles,Earrings,7.99,2.99
367322,Active,Boutique Sunglasses,Sunglasses,8.99,2.99
369623,Active,Skinny Belts | 5 Styles,Belts,9.99,2.99
369630,Active,Boutique Canvas Totes | 5 Styles,Handbags,12.99,2.99
375531,Active,Boutique Earrings | 14 Styles,Earrings,7.99,2.99
351024,Active,Summer Bag Collection | 8 Styles,Handbags,39.99,8.95
368847,Active,Summer Sunglasses | 7 Styles,Sunglasses,8.99,2.99
376002,Active,Boutique Sunglasses | 6 Styles,Sunglasses,8.99,2.99
368821,Active,Lauren Market Tote | 5 Colors,Handbags,39.99,6.99
368848,Active,Pool Side Sunnies | 9 Styles!,Sunglasses,8.99,2.99
377340,Active,Asian Shopper Totes | 4 Colors,Handbags,39.99,7.95
367317,Active,Boutique Earrings | 21 Styles,Earrings,7.99,2.99
365942,Active,Lake Side Sunnies | 8 Styles!,Sunglasses,8.99,2.99
368857,Active,Summer Sunnies | 10 Styles,Sunglasses,8.99,2.99
373880,Active,Whimsical Clutches | 3 Styles,Handbags,9.99,2.99
376066,Active,Boutique Earrings | 13 Styles,Earrings,7.99,2.99
368859,Active,Mirrored Sunnies | 9 Styles,Sunglasses,8.99,2.99
349069,Active,Anica Sunnies | 5 Colors,Sunglasses,8.99,2.99
365941,Active,Boutique Earrings | 12 Styles,Earrings,7.99,2.99
368830,Active,Savannah Tote | 3 Colors,Handbags,39.99,6.99
368846,Active,Beach Day Sunnies | 6 Styles!,Sunglasses,8.99,2.99
371633,Active,Rachel Travel Wallet | 7 Colors,Handbags,14.99,3.99
367603,Active,Classic Black Sunnies | 11 Styles,Sunglasses,8.99,2.99
368819,Active,Pom-Pom Tassel Totes,Handbags,19.99,6.99
367314,Active,Bright Summer Earrings | 12 Styles,Earrings,7.99,2.99
379403,Active,Handmade Bamboo Basket Bag,Handbags,59.99,6.99
368807,Active,The Perfect Pocket Hobo | 7 Colors!,Handbags,39.99,7.95
376081,Active,Boutique Earrings | 10 Styles,Earrings,7.99,2.99
375911,Active,Emma Slouchy Hobo | 6 Colors,Handbags,39.99,7.95
365939,Active,Summer Time Sunnies | 5 Styles,Sunglasses,8.99,2.99
376108,Active,Boutique Earrings | 14 Styles,Earrings,7.99,2.99
369802,Active,Stella Pocket Hobo | 6 Colors,Handbags,39.99,6.99
380847,Active,Bright Summer Earrings | 18 Styles,Earrings,9.99,2.99
373223,Active,Chelsea Classic Hobo | 5 Colors,Handbags,39.99,6.99
375528,Active,Monica Wallet & Clutch | 6 Colors,Handbags,14.99,2.99
368852,Active,Summer Sunnies | 18 Styles!,Sunglasses,8.99,2.99
376841,Active,Pool Side Sunnies | 8 Styles!,Sunglasses,8.99,2.99
371674,Active,Summer Nights Earrings | 14 Styles,Earrings,7.99,2.99
381628,Active,Boutique Canvas Totes | 5 Styles,Handbags,6.99,2.99
380779,Active,Sculptural Drop Earrings | 15 Styles,Earrings,7.99,2.99
380969,Active,Striped Weekender Bag,Handbags,49.99,7.95
349529,Active,Summer Vacation Sunnies | 7 Styles!,Sunglasses,8.99,2.99
375697,Active,Margo Sunnies | 10 Colors,Sunglasses,8.99,2.99
385076,Active,Bright Earrings | 14 Styles,Earrings,9.99,2.99
386399,Active,Caroline Satchel | 2 Colors,Handbags,39.99,8.95
384835,Active,Lauren Market Tote | 5 Colors,Handbags,39.99,6.99
384833,Active,Monica Wallet & Clutch | 6 Colors,Handbags,14.99,2.99
368854,Active,Stunning Sunglasses | 9 Styles!,Sunglasses,8.99,2.99
380794,Active,Morgan Hobo Bag | 2 Colors,Handbags,39.99,6.99
383556,Active,Stella Pocket Hobo | 6 Colors,Handbags,39.99,6.99
384982,Active,Naomi  Denim Tote,Handbags,29.99,7.95
380831,Active,Boutique Earrings | 24 Styles,Earrings,7.99,2.99
384985,Active,Erica Striped Shopper | 2 Colors,Handbags,39.99,7.95
380800,Active,Mirrored Sunnies | 8 Styles,Sunglasses,8.99,2.99
384979,Active,Abbie Pocket Hobo | 7 Colors,Handbags,39.99,7.95
380832,Active,Boutique Earrings | 10 Styles,Earrings,7.99,2.99
392187,Active,Handmade Bamboo Basket Bag,Handbags,59.99,6.99
380803,Active,Summer Sunnies | 9 Styles,Sunglasses,8.99,2.99
392189,Active,Pom-Pom Tassel Totes,Handbags,19.99,6.99
395915,Active,Reversible Leather Tote | 5 Colors,Handbags,39.99,6.99
380809,Active,Boutique Sunglasses | 8 Styles,Sunglasses,8.99,2.99
380835,Active,Boutique Earrings | 16 Styles,Earrings,7.99,2.99
384976,Active,Kendall Pocket Hobo | 7 Colors,Handbags,39.99,7.95
392186,Active,Striped Weekender Bag,Handbags,39.99,7.95
385077,Active,Bright Summer Earrings | 17 Styles,Earrings,7.99,2.99
380807,Active,Lake Side Sunnies | 7 Styles!,Sunglasses,8.99,2.99
380836,Active,Earrings | 15 Styles,Earrings,7.99,2.99
384838,Active,Emma Slouchy Hobo | 4 Colors,Handbags,39.99,7.95
393344,Active,Amelia Basket Bag,Handbags,49.99,7.95
397883,Active,Boutique Layering Necklaces | 11 Styles,Necklaces,14.99,2.99
397550,Active,Lauren Market Tote | 6 Colors,Handbags,39.99,6.99
397554,Active,Dazzling Danglers | 17 Styles,Earrings,7.99,2.99
380813,Active,Summer Sunglasses | 7 Styles,Sunglasses,8.99,2.99
384839,Active,Anica Sunnies | 5 Colors,Sunglasses,8.99,2.99
397578,Active,Eye Catching Earrings | 19 Styles,Earrings,7.99,2.99
399625,Active,Mia Sunnies | 6 Colors,Sunglasses,8.99,2.99
397823,Active,Eye Candy Earrings | 16 Styles,Earrings,7.99,2.99
397865,Active,Dramatic Dangle Earrings | 14 Styles,Earrings,7.99,2.99
399630,Active,Boutique Sunglasses | 6 Styles,Sunglasses,8.99,2.99
399601,Active,Darling Danglers | 14 Styles,Earrings,7.99,2.99
399636,Active,Classic Sunnies | 9 Styles,Sunglasses,8.99,2.99
380811,Active,Pool Side Sunnies | 6 Styles!,Sunglasses,8.99,2.99
400318,Active,Bright Summer Earrings | 16 Styles,Earrings,7.99,2.99
399675,Active,Striped Weekender Bag,Handbags,39.99,7.95
406823,Active,Naomi  Denim Tote,Handbags,29.99,7.95
399641,Active,Vacation Sunnies | 11 Styles,Sunglasses,8.99,2.99
399626,Active,Classic Black Sunnies | 12 Styles,Sunglasses,8.99,2.99
399603,Active,Dangling Earrings | 15 Styles,Earrings,7.99,2.99
399602,Active,Exotic Earrings | 14 Styles,Earrings,7.99,2.99
399676,Active,Stella Pocket Hobo | 6 Colors,Handbags,39.99,6.99
399648,Active,Stunning Sunnies | 9 Styles,Sunglasses,8.99,2.99
399650,Active,Fall Sunglasses | 8 Styles,Sunglasses,8.99,2.99
399604,Active,Jewelry Must Haves | 22 Styles,Fashion Combo,7.99,2.99
386126,Active,Lauren Market Tote | 5 Colors,Handbags,39.99,6.99
380833,Active,Boutique Earrings | 18 Styles,Earrings,7.99,2.99
384990,Active,Tori Tote Bag | 5 Colors,Handbags,39.99,7.95
399607,Active,Boutique Earrings | 14 Styles,Earrings,7.99,2.99
399646,Active,Lake Side Sunnies | 7 Styles,Sunglasses,8.99,2.99
399610,Active,Eye Catching Earrings | 14 Styles,Earrings,7.99,2.99
412172,Active,Mia Sunnies | 6 Colors,Sunglasses,8.99,2.99
399649,Active,Boutique Sunglasses | 9 Styles,Sunglasses,8.99,2.99
412175,Active,Dazzling Danglers | 14 Styles,Earrings,7.99,2.99
411748,Active,Emma Slouchy Hobo | 4 Colors,Handbags,39.99,7.95
399643,Active,Rose Gold Sunnies | 3 Styles,Sunglasses,8.99,2.99
399612,Active,Eye Catching Earrings | 14 Styles,Earrings,7.99,2.99
399672,Active,Top Handle Satchel,Handbags,19.99,8.95
399653,Active,Fall Sunnies | 14 Styles,Sunglasses,8.99,2.99
412173,Active,Eye Candy Earrings | 17 Styles,Earrings,7.99,2.99
399670,Active,Erica Striped Shopper Tote,Handbags,39.99,7.95
399651,Active,Street Style Sunnies | 14 Styles,Sunglasses,8.99,2.99
399614,Active,Dazzling Danglers | 18 Styles,Earrings,7.99,2.99
412176,Active,Fall Jewelry Must Haves | 18 Styles,Fashion Combo,12.99,2.99
417887,Active,Bright Summer Earrings Sale | 16 Styles,Earrings,5.99,2.99
399654,Active,Stunning Sunnies Collection | 12 Styles,Sunglasses,8.99,2.99
399617,Active,Statement Earrings | 20 Styles,Earrings,7.99,2.99
402677,Active,Striped Weekender Bag,Handbags,39.99,7.95
399662,Active,Blake Sunnies | 3 Colors,Sunglasses,8.99,2.99
399665,Active,Lauren Market Tote | 3 Colors,Handbags,39.99,6.99
399621,Active,Sculptural Statement Earrings | 20 Styles,Earrings,7.99,2.99
399658,Active,Bree Sunnies | 8 Colors,Sunglasses,8.99,2.99
380976,Cancelled,Chelsea Classic Hobo Bag | 4 Colors,Handbags,39.99,6.99
368868,Cancelled,Embroidered Belts,Belts,9.99,2.99
399620,Active,Darling Drop Earrings | 8 Styles,Earrings,7.99,2.99
399645,Active,Fall Sunnies | 25 Styles,Sunglasses,8.99,2.99
417876,Active,Jewelry Must Haves | 19 Styles,Fashion Combo,9.99,2.99
417880,Active,Embellished Hoops | 18 Styles,Earrings,7.99,2.99
417908,Active,Brooke Sunnies | 2 Colors,Sunglasses,8.99,2.99
417881,Active,Exotic Statement Earrings | 18 Styles,Earrings,7.99,2.99
419918,Active,Emma Slouchy Hobo | 4 Colors,Handbags,39.99,7.95
419916,Active,Rose Gold Sunnies | 3 Styles,Sunglasses,8.99,2.99
417910,Active,Stunning Sunnies | 10 Styles,Sunglasses,8.99,2.99
417882,Active,Rose Gold Earrings | 16 Styles,Earrings,7.99,2.99
423965,Active,The Perfect Pocket Hobo | 6 Colors,Handbags,39.99,7.95
417912,Active,Classic Black Sunnies | 14 Styles,Sunglasses,8.99,2.99
417884,Active,Enchanting Earrings | 13 Styles,Earrings,7.99,2.99
417913,Active,Fall Sunnies | 12 Styles,Sunglasses,8.99,2.99
402679,Active,Striped Weekender Bag,Handbags,49.99,7.95
417894,Active,Darling Danglers | 15 Styles,Earrings,7.99,2.99
417915,Active,Classic Sunnies | 8 Styles,Sunglasses,8.99,2.99
412180,Active,Fall Must Have Jewelry | 21 Styles,Fashion Combo,8.99,2.99
417879,Active,Lauren Shopper Tote,Handbags,39.99,6.99
422005,Active,Fall Jewelry Must Haves | 16 Styles,Fashion Combo,9.99,2.99
417895,Active,Whimsical Hoops | 27 Styles,Earrings,7.99,2.99
417917,Active,Mia Sunnies | 6 Colors,Sunglasses,8.99,2.99
417896,Active,Darling Drop Earrings | 18 Styles,Earrings,7.99,2.99
384988,Active,Ellie Leopard Tote | 3 Colors,Handbags,39.99,7.95
399666,Active,Abbie Pocket Hobo | 7 Colors,Handbags,39.99,7.95
417920,Active,Boutique Aviator Sunglasses | 4 Styles,Sunglasses,8.99,2.99
417897,Active,Night Out Earrings | 13 Styles,Earrings,7.99,2.99
417926,Active,Classic Sunnies | 7 Styles!,Sunglasses,8.99,2.99
417899,Active,Exotic Earrings | 16 Styles,Earrings,7.99,2.99
417922,Active,Penelope Sunnies | 7 Colors,Sunglasses,8.99,2.99
423258,Active,Fall Jewelry Must Haves | 22 Styles,Fashion Combo,9.99,2.99
417901,Active,Romantic Earrings | 13 Styles,Earrings,7.99,2.99
417921,Active,Rose Hued Sunnies | 6 Styles,Sunglasses,8.99,2.99
417900,Active,Boutique Earrings | 12 Styles,Earrings,7.99,2.99
437664,Active,Ellie Leopard Tote | 3 Colors,Handbags,39.99,7.95
437879,Active,Erica Striped Shopper Tote,Handbags,39.99,7.95
435622,Active,Striped Weekender Bag,Handbags,39.99,7.95
417925,Active,Stunning Sunglasses | 9 Styles,Sunglasses,8.99,2.99
437877,Active,The Perfect Pocket Hobo | 8 Colors,Handbags,39.99,7.95
417902,Active,Darling Drop Earrings | 15 Styles,Earrings,7.99,2.99
437876,Active,Lauren Shopper Tote,Handbags,39.99,6.99
417923,Active,Boutique Sunnies | 12 Styles,Sunglasses,8.99,2.99
417903,Active,Dazzling Danglers | 20 Styles,Earrings,7.99,2.99
435620,Active,Emma Slouchy Hobo | 7 Colors,Handbags,39.99,7.95
438629,Active,Sunnies Clearance | 25 Styles,Sunglasses,4.99,2.99
417904,Active,Whimsical Hoops | 26 Styles,Earrings,7.99,2.99
417928,Active,Fall Boutique Sunnies | 10 Styles,Sunglasses,8.99,2.99
417906,Active,Enchanting Earrings | 18 Styles,Earrings,7.99,2.99
437533,Active,Fall Jewelry Collection | 20 Styles,Fashion Combo,9.99,2.99
431865,Active,Boutique Earrings | 24 Styles,Earrings,7.99,2.99
417933,Active,Stunning Sunnies | 8 Styles,Sunglasses,8.99,2.99
431866,Active,Exotic Statement Earrings | 16 Styles,Earrings,7.99,2.99
443123,Active,Ellie Leopard Tote | 2 Colors,Handbags,39.99,7.95
443124,Active,Erica Striped Shopper Tote,Handbags,39.99,7.95
437529,Active,Jewelry Must Haves | 17 Styles,Fashion Combo,9.99,2.99
372647,Active,Rachel Travel Wallet | 5 Colors,Handbags,14.99,3.99
431883,Active,Rose Gold Sunnies | 3 Styles,Sunglasses,8.99,2.99
443125,Active,Striped Weekender Bag,Handbags,39.99,7.95
431867,Active,Embellished Hoops,Earrings,7.99,2.99
431884,Active,Fall Sunnies | 20 Styles,Sunglasses,8.99,2.99
437531,Active,Jewelry Must Haves,Fashion Combo,9.99,2.99
431868,Active,Romantic Earrings,Earrings,7.99,2.99
443126,Active,Emma Slouchy Hobo,Handbags,39.99,7.95
417931,Active,Fall Sunnies Collection,Sunglasses,8.99,2.99
431869,Active,Romantic Jewelry Must Haves,Fashion Combo,9.99,2.99
431886,Active,Purple Hued Sunnies,Sunglasses,8.99,2.99
431870,Active,Dramatic Drop Earrings,Earrings,7.99,2.99
431885,Active,Bree Sunnies,Sunglasses,8.99,2.99
444364,Active,Fall Jewelry Must Haves,Fashion Combo,9.99,2.99
415825,Active,Stella Pocket Hobo,Handbags,39.99,6.99
431871,Active,Exotic Earrings,Earrings,7.99,2.99
449295,Active,Metallic Rachel Travel Wallets,Handbags,14.99,3.49
442266,Active,Sunnies Clearance,Sunglasses,4.99,2.99
449185,Active,The Perfect Pocket Hobo,Handbags,39.99,7.95
431872,Active,Whimsical Hoops,Earrings,7.99,2.99
431902,Active,Rachel Travel Wallets,Handbags,14.99,3.99
431874,Active,Dazzling Danglers,Earrings,7.99,2.99
450434,Active,Fall Jewelry Collection,Fashion Combo,9.99,2.99
449294,Active,Velvet Chevron Wallets,Handbags,14.99,2.99
431876,Active,Darling Drop Earrings,Earrings,7.99,2.99
431892,Active,Vacation Sunnies,Sunglasses,8.99,2.99
431877,Active,Jewelry Must Haves,Fashion Combo,9.99,2.99
431891,Active,Mia Sunnies,Sunglasses,8.99,2.99
431878,Active,Pearl & Gold Earrings,Earrings,7.99,2.99
450435,Active,Jewelry Must Haves,Fashion Combo,9.99,2.99
431893,Active,Rose Hued Sunnies,Sunglasses,8.99,2.99
431879,Active,Enchanting Earrings,Earrings,7.99,2.99
449281,Active,Boutique Earrings,Earrings,7.99,1.99
455670,Active,Emma Slouchy Hobo,Handbags,39.99,7.95
455620,Active,Ribbon Tie Caps,Hair Fashion,9.99,3.49
431896,Active,Statement Sunnies,Sunglasses,8.99,2.99
455618,Active,Toggle & Tassel Bracelets,Bracelets,9.99,2.99
456409,Active,Dramatic Drop Earrings,Earrings,7.99,2.99
455742,Active,Romantic Necklace Collection,Necklaces,9.99,2.99
431880,Active,Sculptural Statement Earrings,Earrings,7.99,2.99
455759,Active,Fall Jewelry Must Haves,Fashion Combo,9.99,2.99
456416,Active,Rose Gold Dangle Earrings,Earrings,7.99,2.99
417930,Active,Stunning Sunnies,Sunglasses,8.99,2.99
431882,Active,Exotic Hand Beaded Earrings,Earrings,7.99,2.99
455881,Active,Whimsical Hoops,Earrings,7.99,2.99
431895,Active,Fall Sunglasses,Sunglasses,8.99,2.99
455668,Active,The Perfect Pocket Hobo,Handbags,39.99,7.95
431873,Active,Vibrant Dangle Earrings,Earrings,7.99,2.99
431888,Active,Winter Sunnies Collection,Sunglasses,8.99,2.99
431904,Active,Anica Sunglasses,Sunglasses,8.99,2.99
457265,Active,Ellie Leopard Tote,Handbags,39.99,7.95
462747,Active,Ribbon Tie Caps,Hair Fashion,9.99,3.49
431889,Active,Boutique Sunglasses,Sunglasses,8.99,2.99
458769,Active,Darling Dangle Earrings,Earrings,7.99,2.99
450436,Active,Winter Jewelry Must Haves,Fashion Combo,9.99,2.99
458770,Active,Dazzling Dangle Earrings,Earrings,7.99,2.99
431887,Active,Stunning Sunglasses,Sunglasses,8.99,2.99
458771,Active,Boutique Earrings,Earrings,7.99,2.99
458772,Active,Enchanting Earrings,Earrings,7.99,2.99
431905,Active,Winter Sunnies,Sunglasses,8.99,2.99
458773,Active,Darling Drop Earrings,Earrings,7.99,2.99
431894,Active,Stunning Sunglasses,Sunglasses,8.99,2.99
458776,Active,Darling Drop Earrings,Earrings,7.99,2.99
465590,Active,Striped Weekender Bag,Handbags,39.99,7.95
458782,Active,Stunning Sunnies,Sunglasses,8.99,2.99
469467,Active,The Perfect Pocket Hobo,Handbags,39.99,7.95
458783,Active,Boutique Sunnies,Sunglasses,8.99,2.99
